,0,1,2,3
0,封氏,士隐,夫人,0.5059626698493958
1,士隐,甄士隐,父亲,0.8435466885566711
2,士隐,甄士隐,父亲,0.8390347957611084
3,贾雨村,严老爷,女儿,0.23130199313163757
4,贾雨村,雨村,老师,0.1656043380498886
5,严老爷,雨村,父亲,0.546403706073761
6,士隐,雨村,父亲,0.9416742920875549
7,士隐,小童,父亲,0.9415913224220276
8,士隐,雨村,父亲,0.9298017024993896
9,小童,雨村,丫环,0.6759909391403198
10,士隐,雨村,父亲,0.925110936164856
11,士隐,雨村,父亲,0.9171823263168335
12,士隐,小童,父亲,0.9235564470291138
13,士隐,小童,父亲,0.9591809511184692
14,士隐,雨村,父亲,0.9531460404396057
15,小童,雨村,丫环,0.48956355452537537
16,小童,甄爷,丫环,0.26466846466064453
17,霍启,士隐,父亲,0.8126792311668396
18,霍启,英莲,父亲,0.8237103223800659
19,士隐,英莲,父亲,0.9637691378593445
20,霍启,英莲,父亲,0.7588911056518555
21,封肃,英莲,父亲,0.9032530784606934
22,封肃,雨村,父亲,0.6859579086303711
23,封肃,雨村,父亲,0.5887702107429504
24,士隐,雨村,父亲,0.9197131395339966
25,林海,林如海,父亲,0.5096042156219482
26,黛玉,雨村,相好,0.5379549264907837
27,冷子兴,子兴,姐妹,0.3994193375110626
28,贾敬,贾蓉,父亲,0.943250298500061
29,贾敬,贾赦,父亲,0.943250298500061
30,贾敬,贾珍,父亲,0.943250298500061
31,贾敬,贾政,父亲,0.943250298500061
32,贾敬,贾珠,父亲,0.943250298500061
33,贾敬,宁公,父亲,0.8402454257011414
34,贾敬,宁国公,父亲,0.8781246542930603
35,贾敬,荣公,父亲,0.943250298500061
36,贾敬,史侯,父亲,0.943250298500061
37,贾敬,珍,父亲,0.943250298500061
38,贾敬,子兴,父亲,0.9522312879562378
39,贾蓉,贾赦,儿子,0.37878867983818054
40,贾蓉,贾珍,儿子,0.9435383677482605
41,贾蓉,贾政,儿子,0.37878867983818054
42,贾蓉,贾珠,儿子,0.37878867983818054
43,贾蓉,宁公,儿子,0.8865562677383423
44,贾蓉,宁国公,儿子,0.6884511709213257
45,贾蓉,荣公,儿子,0.37878867983818054
46,贾蓉,史侯,儿子,0.37878867983818054
47,贾蓉,珍,儿子,0.37878867983818054
48,贾蓉,子兴,兄弟,0.3549666106700897
49,贾赦,贾珍,儿子,0.9435383677482605
50,贾赦,贾政,儿子,0.37878867983818054
51,贾赦,贾珠,儿子,0.37878867983818054
52,贾赦,宁公,儿子,0.8865562677383423
53,贾赦,宁国公,儿子,0.6884511709213257
54,贾赦,荣公,儿子,0.37878867983818054
55,贾赦,史侯,儿子,0.37878867983818054
56,贾赦,珍,儿子,0.37878867983818054
57,贾赦,子兴,兄弟,0.3549666106700897
58,贾珍,贾政,父亲,0.7559409737586975
59,贾珍,贾珠,父亲,0.7559409737586975
60,贾珍,宁公,儿子,0.8865562677383423
61,贾珍,宁国公,儿子,0.6884511709213257
62,贾珍,荣公,父亲,0.7559409737586975
63,贾珍,史侯,父亲,0.7559409737586975
64,贾珍,珍,父亲,0.7559409737586975
65,贾珍,子兴,兄弟,0.3549666106700897
66,贾政,贾珠,儿子,0.37878867983818054
67,贾政,宁公,儿子,0.8865562677383423
68,贾政,宁国公,儿子,0.6884511709213257
69,贾政,荣公,儿子,0.37878867983818054
70,贾政,史侯,儿子,0.37878867983818054
71,贾政,珍,儿子,0.37878867983818054
72,贾政,子兴,兄弟,0.3549666106700897
73,贾珠,宁公,儿子,0.8865562677383423
74,贾珠,宁国公,儿子,0.6884511709213257
75,贾珠,荣公,儿子,0.37878867983818054
76,贾珠,史侯,儿子,0.37878867983818054
77,贾珠,珍,儿子,0.37878867983818054
78,贾珠,子兴,兄弟,0.3549666106700897
79,宁公,宁国公,母亲,0.3690936267375946
80,宁公,荣公,母亲,0.4324955344200134
81,宁公,史侯,母亲,0.4324955344200134
82,宁公,珍,母亲,0.4324955344200134
83,宁公,子兴,母亲,0.5571458339691162
84,宁国公,荣公,女儿,0.39987805485725403
85,宁国公,史侯,女儿,0.39987805485725403
86,宁国公,珍,女儿,0.39987805485725403
87,宁国公,子兴,女儿,0.3178198039531708
88,荣公,史侯,儿子,0.37878867983818054
89,荣公,珍,儿子,0.37878867983818054
90,荣公,子兴,兄弟,0.3549666106700897
91,史侯,珍,儿子,0.37878867983818054
92,史侯,子兴,兄弟,0.3549666106700897
93,珍,子兴,兄弟,0.3549666106700897
94,珍,子兴,父亲,0.72198486328125
95,史老太君,探春,女儿,0.6439937353134155
96,史老太君,惜春,父亲,0.7374732494354248
97,史老太君,迎春,女儿,0.6269518136978149
98,史老太君,元春,女儿,0.41444578766822815
99,史老太君,珍,父亲,0.5422658324241638
100,史老太君,子兴,父亲,0.526446521282196
101,探春,惜春,女儿,0.9205818772315979
102,探春,迎春,女儿,0.9337217807769775
103,探春,元春,女儿,0.9483430981636047
104,探春,珍,女儿,0.9249377250671387
105,探春,子兴,女儿,0.9242886304855347
106,惜春,迎春,女儿,0.9600127935409546
107,惜春,元春,女儿,0.960845947265625
108,惜春,珍,女儿,0.9624021649360657
109,惜春,子兴,女儿,0.9636205434799194
110,迎春,元春,女儿,0.9388036727905273
111,迎春,珍,女儿,0.7879964709281921
112,迎春,子兴,女儿,0.8507367372512817
113,元春,珍,女儿,0.8631464838981628
114,元春,子兴,女儿,0.7742236256599426
115,珍,子兴,父亲,0.9078428745269775
116,贾敏,元春,父亲,0.9538715481758118
117,贾敏,子兴,父亲,0.9778138399124146
118,元春,子兴,姐妹,0.5167557597160339
119,雨村,政公,女儿,0.3932429254055023
120,贾琏,琏,丈夫,0.2851658761501312
121,贾琏,王夫人,儿子,0.9062900543212891
122,贾琏,政公,儿子,0.8382208943367004
123,贾琏,子兴,父亲,0.44643673300743103
124,琏,王夫人,儿子,0.929636538028717
125,琏,政公,儿子,0.8442025184631348
126,琏,子兴,儿子,0.5208751559257507
127,王夫人,政公,夫人,0.4128662347793579
128,王夫人,子兴,母亲,0.626100480556488
129,政公,子兴,儿子,0.4041585922241211
130,贾政,冷子兴,父亲,0.872612476348877
131,贾政,林如海,父亲,0.9393384456634521
132,贾政,雨村,父亲,0.8745989203453064
133,贾政,子兴,父亲,0.9402487874031067
134,冷子兴,林如海,姐妹,0.3071576952934265
135,冷子兴,雨村,姐妹,0.32588496804237366
136,冷子兴,子兴,姐妹,0.32658979296684265
137,林如海,雨村,父亲,0.7122960686683655
138,林如海,子兴,父亲,0.6754440069198608
139,雨村,子兴,丫环,0.37484291195869446
140,贾母,林如海,奶奶,0.8550938963890076
141,贾母,雨村,奶奶,0.5576553344726562
142,林如海,雨村,父亲,0.7937319278717041
143,小童,雨村,丫环,0.7533477544784546
144,贾政,雨村,父亲,0.8760880827903748
145,黛玉,贾母,外孙女,0.9450988173484802
146,黛玉,琏,丈夫,0.8094646334648132
147,黛玉,琏嫂子,丈夫,0.9699428677558899
148,琏,琏嫂子,丈夫,0.9896983504295349
149,黛玉,贾琏,相好,0.9178563952445984
150,黛玉,贾赦,儿子,0.3007718622684479
151,黛玉,琏,相好,0.8384581804275513
152,黛玉,王熙凤,丈夫,0.9839842915534973
153,黛玉,熙凤,丈夫,0.9808070063591003
154,贾琏,贾赦,儿子,0.9905850291252136
155,贾琏,琏,儿子,0.42362114787101746
156,贾琏,王熙凤,丈夫,0.9927816987037659
157,贾琏,熙凤,丈夫,0.9927145838737488
158,贾赦,琏,父亲,0.9815689325332642
159,贾赦,王熙凤,丈夫,0.9865617156028748
160,贾赦,熙凤,丈夫,0.965670645236969
161,琏,王熙凤,丈夫,0.9924737215042114
162,琏,熙凤,丈夫,0.9928309917449951
163,王熙凤,熙凤,夫人,0.7724111676216125
164,黛玉,贾母,外孙女,0.9256081581115723
165,黛玉,熙凤,丈夫,0.9612732529640198
166,贾母,熙凤,婆婆,0.5173464417457581
167,黛玉,熙凤,丈夫,0.970029354095459
168,黛玉,熙凤,丈夫,0.9748668074607849
169,黛玉,贾母,外孙女,0.9433026313781738
170,黛玉,邢夫人,丈夫,0.34589695930480957
171,黛玉,邢夫人,儿媳,0.30297189950942993
172,黛玉,贾赦,相好,0.3382304012775421
173,黛玉,邢夫人,婆婆,0.3552471101284027
174,贾赦,邢夫人,丈夫,0.9854940176010132
175,黛玉,邢夫人,儿媳,0.5751726627349854
176,黛玉,邢夫人,婆婆,0.3091706335544586
177,黛玉,凤姐,丈夫,0.9839071035385132
178,黛玉,凤姐姐,丈夫,0.9841271042823792
179,黛玉,王夫人,相好,0.34397637844085693
180,凤姐,凤姐姐,丈夫,0.479207843542099
181,凤姐,王夫人,侄女,0.9852397441864014
182,凤姐姐,王夫人,侄女,0.985123336315155
183,贾母,王夫人,婆婆,0.8207185864448547
184,贾珠,李纨,丈夫,0.9820849299430847
185,贾珠,王夫人,儿子,0.9855746030807495
186,贾珠,熙凤,丈夫,0.9869453310966492
187,李纨,王夫人,嫂子,0.6996113061904907
188,李纨,熙凤,嫂子,0.6303173899650574
189,王夫人,熙凤,侄女,0.4131618142127991
190,黛玉,贾母,外孙女,0.9474579691886902
191,黛玉,熙凤,丈夫,0.9741114974021912
192,贾母,熙凤,婆婆,0.32780885696411133
193,贾母,王夫人,婆婆,0.8314775824546814
194,贾母,迎春,奶奶,0.73036128282547
195,王夫人,迎春,母亲,0.3601212799549103
196,黛玉,贾母,外孙女,0.9421214461326599
197,黛玉,李纨,丈夫,0.9715360999107361
198,黛玉,王夫人,侄女,0.37626713514328003
199,黛玉,熙凤,丈夫,0.9800352454185486
200,贾母,李纨,丈夫,0.5557153820991516
201,贾母,王夫人,婆婆,0.5040783882141113
202,贾母,熙凤,婆婆,0.6000396609306335
203,李纨,王夫人,嫂子,0.6999385356903076
204,李纨,熙凤,嫂子,0.6044291257858276
205,王夫人,熙凤,婆婆,0.6602282524108887
206,宝玉,黛玉,相好,0.9930405616760254
207,宝玉,贾母,儿子,0.4625495374202728
208,宝玉,黛玉,相好,0.9929602742195129
209,宝玉,黛玉,相好,0.9927639365196228
210,宝玉,贾母,儿子,0.49223628640174866
211,黛玉,贾母,外孙女,0.9463660717010498
212,宝玉,黛玉,相好,0.993115246295929
213,宝玉,贾母,儿子,0.40907037258148193
214,黛玉,贾母,外孙女,0.9433373808860779
215,王熙凤,熙凤,夫人,0.7888463139533997
216,黛玉,王嬷嬷,相好,0.8207408785820007
217,黛玉,雪雁,女儿,0.32504239678382874
218,王嬷嬷,雪雁,母亲,0.7861112952232361
219,黛玉,贾母,外孙女,0.9449054598808289
220,黛玉,王嬷嬷,相好,0.8471401333808899
221,黛玉,雪雁,女儿,0.18815818428993225
222,贾母,王嬷嬷,婆婆,0.4034462571144104
223,贾母,雪雁,奶奶,0.906361997127533
224,王嬷嬷,雪雁,母亲,0.9112157225608826
225,宝玉,黛玉,相好,0.993087112903595
226,宝玉,李嬷嬷,相好,0.3623705208301544
227,宝玉,王嬷嬷,儿子,0.9814307689666748
228,宝玉,袭人,丫环,0.9200094938278198
229,黛玉,李嬷嬷,相好,0.9070393443107605
230,黛玉,王嬷嬷,相好,0.8774728775024414
231,黛玉,袭人,丫环,0.8315653204917908
232,李嬷嬷,王嬷嬷,姐妹,0.3835451602935791
233,李嬷嬷,袭人,丫环,0.4543350040912628
234,王嬷嬷,袭人,母亲,0.6240666508674622
235,贾母,袭人,奶奶,0.6162401437759399
236,贾母,珍,奶奶,0.972679853439331
237,袭人,珍,丫环,0.989069402217865
238,宝玉,贾母,儿子,0.5229542851448059
239,宝玉,袭人,丫环,0.9237903952598572
240,贾母,袭人,奶奶,0.7444744110107422
241,宝玉,黛玉,相好,0.9931392073631287
242,宝玉,李嬷嬷,相好,0.6422252655029297
243,黛玉,李嬷嬷,相好,0.904306173324585
244,黛玉,贾母,外孙女,0.9460620284080505
245,黛玉,王夫人,相好,0.3337406814098358
246,黛玉,熙凤,丈夫,0.9711106419563293
247,贾母,王夫人,婆婆,0.8093677759170532
248,贾母,熙凤,婆婆,0.567835807800293
249,王夫人,熙凤,婆婆,0.5531347990036011
250,黛玉,探春,女儿,0.3967054486274719
251,黛玉,薛蟠,儿子,0.29648375511169434
252,探春,薛蟠,女儿,0.9620884656906128
253,黛玉,李纨,丈夫,0.9463669657707214
254,贾兰,贾珠,父亲,0.542451798915863
255,李守中,李纨,丈夫,0.3668755888938904
